account_id,district_id,frequency,date
1159,49,POPLATEK MESICNE,1994-02-09
4418,66,POPLATEK MESICNE,1994-02-09
1470,19,POPLATEK MESICNE,1994-02-10
2315,75,POPLATEK MESICNE,1994-02-13
3184,1,POPLATEK MESICNE,1994-02-18
370,25,POPLATEK MESICNE,1994-02-18
1317,56,POPLATEK MESICNE,1994-02-18
3840,76,POPLATEK MESICNE,1994-02-19
4009,56,POPLATEK MESICNE,1994-02-20
3445,1,POPLATEK MESICNE,1994-02-22
974,29,POPLATEK MESICNE,1994-02-25
2959,8,POPLATEK MESICNE,1994-02-25
1169,49,POPLATEK PO OBRATU,1994-03-02
1406,50,POPLATEK MESICNE,1994-03-04
2382,59,POPLATEK MESICNE,1994-03-08
1570,1,POPLATEK MESICNE,1994-03-12
1511,51,POPLATEK PO OBRATU,1994-03-13
1237,9,POPLATEK MESICNE,1994-03-13
989,19,POPLATEK MESICNE,1994-03-14
3253,71,POPLATEK PO OBRATU,1994-03-15
817,5,POPLATEK MESICNE,1994-03-18
3824,41,POPLATEK MESICNE,1994-03-20
22,1,POPLATEK MESICNE,1994-03-23
470,64,POPLATEK MESICNE,1994-03-23
1273,37,POPLATEK MESICNE,1994-03-25
59,43,POPLATEK MESICNE,1994-03-27
572,32,POPLATEK MESICNE,1994-03-27
1269,52,POPLATEK MESICNE,1994-03-28
3183,45,POPLATEK MESICNE,1994-04-01
1042,43,POPLATEK MESICNE,1994-04-03
1158,50,POPLATEK MESICNE,1994-04-03
740,28,POPLATEK MESICNE,1994-04-04
2067,76,POPLATEK MESICNE,1994-04-07
4259,66,POPLATEK MESICNE,1994-04-08
1918,24,POPLATEK MESICNE,1994-04-10
3036,10,POPLATEK MESICNE,1994-04-10
3259,1,POPLATEK MESICNE,1994-04-11
1194,1,POPLATEK MESICNE,1994-04-15
460,1,POPLATEK MESICNE,1994-04-18
1256,38,POPLATEK MESICNE,1994-04-21
1353,51,POPLATEK MESICNE,1994-04-21
1820,10,POPLATEK MESICNE,1994-04-22
2399,1,POPLATEK MESICNE,1994-04-26
343,18,POPLATEK MESICNE,1994-04-26
575,38,POPLATEK MESICNE,1994-04-26
31,68,POPLATEK MESICNE,1994-04-27
1371,1,POPLATEK MESICNE,1994-04-27
844,53,POPLATEK MESICNE,1994-04-28
2092,1,POPLATEK MESICNE,1994-04-29
277,32,POPLATEK PO OBRATU,1994-05-01
1388,29,POPLATEK MESICNE,1994-05-02
4245,52,POPLATEK MESICNE,1994-05-02
3838,3,POPLATEK MESICNE,1994-05-02
524,61,POPLATEK MESICNE,1994-05-03
82,26,POPLATEK MESICNE,1994-05-03
3912,2,POPLATEK MESICNE,1994-05-04
1949,41,POPLATEK MESICNE,1994-05-04
1865,1,POPLATEK MESICNE,1994-05-04
363,1,POPLATEK MESICNE,1994-05-06
2847,75,POPLATEK MESICNE,1994-05-08
1871,48,POPLATEK MESICNE,1994-05-10
266,47,POPLATEK MESICNE,1994-05-11
609,63,POPLATEK MESICNE,1994-05-15
9750,74,POPLATEK MESICNE,1994-05-16
649,69,POPLATEK TYDNE,1994-05-17
1509,51,POPLATEK MESICNE,1994-05-19
2170,1,POPLATEK PO OBRATU,1994-05-19
2903,38,POPLATEK MESICNE,1994-05-19
3717,56,POPLATEK MESICNE,1994-05-20
2496,51,POPLATEK MESICNE,1994-05-21
1826,5,POPLATEK MESICNE,1994-05-22
2227,31,POPLATEK TYDNE,1994-05-22
535,35,POPLATEK MESICNE,1994-05-24
1053,57,POPLATEK MESICNE,1994-05-25
1838,68,POPLATEK MESICNE,1994-05-26
3484,22,POPLATEK MESICNE,1994-06-01
700,20,POPLATEK MESICNE,1994-06-01
3289,1,POPLATEK MESICNE,1994-06-02
2638,5,POPLATEK MESICNE,1994-06-02
3650,8,POPLATEK MESICNE,1994-06-05
10942,44,POPLATEK TYDNE,1994-06-05
2922,16,POPLATEK MESICNE,1994-06-06
693,2,POPLATEK MESICNE,1994-06-06
2260,1,POPLATEK MESICNE,1994-06-07
538,70,POPLATEK MESICNE,1994-06-07
2155,58,POPLATEK MESICNE,1994-06-08
4519,8,POPLATEK MESICNE,1994-06-08
6511,72,POPLATEK MESICNE,1994-06-10
2569,2,POPLATEK MESICNE,1994-06-10
43,36,POPLATEK MESICNE,1994-06-12
1047,46,POPLATEK MESICNE,1994-06-13
3479,22,POPLATEK MESICNE,1994-06-14
2868,1,POPLATEK MESICNE,1994-06-15
4328,72,POPLATEK MESICNE,1994-06-17
5628,61,POPLATEK MESICNE,1994-06-17
1856,26,POPLATEK MESICNE,1994-06-19
154,46,POPLATEK MESICNE,1994-06-21
3030,65,POPLATEK MESICNE,1994-06-22
1938,1,POPLATEK MESICNE,1994-06-25
8492,2,POPLATEK MESICNE,1994-06-29
10093,1,POPLATEK TYDNE,1994-07-01
200,17,POPLATEK MESICNE,1994-07-03
2471,6,POPLATEK MESICNE,1994-07-03
964,26,POPLATEK MESICNE,1994-07-08
901,60,POPLATEK MESICNE,1994-07-10
5574,13,POPLATEK TYDNE,1994-07-14
2819,35,POPLATEK MESICNE,1994-07-16
3921,18,POPLATEK MESICNE,1994-07-17
2654,56,POPLATEK MESICNE,1994-07-21
9627,65,POPLATEK PO OBRATU,1994-07-22
427,8,POPLATEK MESICNE,1994-07-24
709,19,POPLATEK MESICNE,1994-07-25
2606,1,POPLATEK MESICNE,1994-07-27
6738,62,POPLATEK MESICNE,1994-07-28
2912,74,POPLATEK MESICNE,1994-07-30
1797,24,POPLATEK MESICNE,1994-08-01
3497,76,POPLATEK MESICNE,1994-08-02
1848,1,POPLATEK MESICNE,1994-08-04
582,12,POPLATEK MESICNE,1994-08-05
3167,18,POPLATEK MESICNE,1994-08-08
1017,14,POPLATEK MESICNE,1994-08-11
2747,1,POPLATEK MESICNE,1994-08-14
9192,1,POPLATEK MESICNE,1994-08-16
1398,62,POPLATEK MESICNE,1994-08-18
1592,38,POPLATEK MESICNE,1994-08-18
3728,10,POPLATEK MESICNE,1994-08-18
4131,5,POPLATEK MESICNE,1994-08-19
1911,68,POPLATEK MESICNE,1994-08-21
3625,3,POPLATEK MESICNE,1994-08-22
1327,65,POPLATEK MESICNE,1994-08-24
2401,16,POPLATEK MESICNE,1994-08-26
3226,65,POPLATEK MESICNE,1994-08-28
422,53,POPLATEK TYDNE,1994-08-29
3478,30,POPLATEK MESICNE,1994-09-04
8899,1,POPLATEK TYDNE,1994-09-05
1975,19,POPLATEK MESICNE,1994-09-07
3730,17,POPLATEK MESICNE,1994-09-08
518,74,POPLATEK MESICNE,1994-09-09
6321,1,POPLATEK MESICNE,1994-09-10
3926,72,POPLATEK MESICNE,1994-09-11
2030,51,POPLATEK MESICNE,1994-09-13
3869,72,POPLATEK MESICNE,1994-09-13
3142,2,POPLATEK MESICNE,1994-09-14
1301,18,POPLATEK MESICNE,1994-09-15
3288,54,POPLATEK MESICNE,1994-09-15
318,36,POPLATEK MESICNE,1994-09-16
3336,51,POPLATEK MESICNE,1994-09-19
1989,48,POPLATEK MESICNE,1994-09-21
851,15,POPLATEK MESICNE,1994-09-23
6,51,POPLATEK MESICNE,1994-09-27
1828,1,POPLATEK MESICNE,1994-09-28
1333,21,POPLATEK MESICNE,1994-09-29
11359,61,POPLATEK MESICNE,1994-10-01
3457,54,POPLATEK MESICNE,1994-10-01
2025,19,POPLATEK MESICNE,1994-10-02
3827,1,POPLATEK MESICNE,1994-10-04
939,55,POPLATEK MESICNE,1994-10-04
3878,23,POPLATEK MESICNE,1994-10-07
2363,47,POPLATEK MESICNE,1994-10-07
2059,37,POPLATEK MESICNE,1994-10-08
2333,45,POPLATEK MESICNE,1994-10-08
3074,74,POPLATEK TYDNE,1994-10-08
596,31,POPLATEK MESICNE,1994-10-13
1312,23,POPLATEK MESICNE,1994-10-15
2924,56,POPLATEK MESICNE,1994-10-16
3756,39,POPLATEK TYDNE,1994-10-17
2790,1,POPLATEK MESICNE,1994-10-18
5422,66,POPLATEK MESICNE,1994-10-22
988,10,POPLATEK MESICNE,1994-10-22
1109,66,POPLATEK MESICNE,1994-10-27
1295,15,POPLATEK MESICNE,1994-10-28
3419,1,POPLATEK MESICNE,1994-10-29
960,4,POPLATEK PO OBRATU,1994-11-02
201,63,POPLATEK MESICNE,1994-11-02
3663,67,POPLATEK MESICNE,1994-11-06
3576,58,POPLATEK MESICNE,1994-11-07
2541,57,POPLATEK MESICNE,1994-11-08
2572,64,POPLATEK PO OBRATU,1994-11-13
2377,77,POPLATEK MESICNE,1994-11-13
2218,19,POPLATEK MESICNE,1994-11-21
1708,22,POPLATEK MESICNE,1994-11-21
11186,12,POPLATEK MESICNE,1994-11-24
29,7,POPLATEK MESICNE,1994-11-24
106,63,POPLATEK MESICNE,1994-11-27
2707,61,POPLATEK MESICNE,1994-11-27
2027,19,POPLATEK MESICNE,1994-11-28
3369,8,POPLATEK MESICNE,1994-12-01
9731,54,POPLATEK PO OBRATU,1994-12-01
1578,48,POPLATEK MESICNE,1994-12-01
8411,20,POPLATEK MESICNE,1994-12-02
1307,56,POPLATEK MESICNE,1994-12-05
1436,3,POPLATEK MESICNE,1994-12-07
3348,4,POPLATEK MESICNE,1994-12-08
2809,73,POPLATEK MESICNE,1994-12-08
3279,46,POPLATEK TYDNE,1994-12-17
8856,15,POPLATEK MESICNE,1994-12-18
2808,1,POPLATEK MESICNE,1994-12-18
5357,70,POPLATEK MESICNE,1994-12-18
3903,58,POPLATEK MESICNE,1994-12-19
802,15,POPLATEK MESICNE,1994-12-20
3567,5,POPLATEK MESICNE,1994-12-20
1417,75,POPLATEK MESICNE,1994-12-20
3643,1,POPLATEK MESICNE,1994-12-22
10728,71,POPLATEK MESICNE,1994-12-23
2384,40,POPLATEK MESICNE,1994-12-23
1835,74,POPLATEK MESICNE,1994-12-24
1394,32,POPLATEK MESICNE,1994-12-27
3482,70,POPLATEK MESICNE,1995-01-03
4503,50,POPLATEK MESICNE,1995-01-03
2077,29,POPLATEK MESICNE,1995-01-04
685,37,POPLATEK TYDNE,1995-01-04
2163,17,POPLATEK MESICNE,1995-01-05
2239,25,POPLATEK MESICNE,1995-01-05
1706,1,POPLATEK MESICNE,1995-01-05
7795,64,POPLATEK MESICNE,1995-01-05
2978,74,POPLATEK MESICNE,1995-01-06
3141,1,POPLATEK TYDNE,1995-01-06
3250,1,POPLATEK MESICNE,1995-01-06
5650,10,POPLATEK PO OBRATU,1995-01-08
8092,54,POPLATEK MESICNE,1995-01-11
1437,50,POPLATEK MESICNE,1995-01-13
3981,23,POPLATEK MESICNE,1995-01-15
3812,72,POPLATEK MESICNE,1995-01-16
4368,1,POPLATEK MESICNE,1995-01-16
2446,3,POPLATEK MESICNE,1995-01-16
839,16,POPLATEK MESICNE,1995-01-17
3777,70,POPLATEK MESICNE,1995-01-19
2414,1,POPLATEK MESICNE,1995-01-19
484,1,POPLATEK MESICNE,1995-01-20
9030,72,POPLATEK MESICNE,1995-01-21
2663,64,POPLATEK MESICNE,1995-01-25
4103,38,POPLATEK MESICNE,1995-01-25
3362,73,POPLATEK MESICNE,1995-01-25
2755,20,POPLATEK MESICNE,1995-01-26
795,25,POPLATEK MESICNE,1995-01-27
1548,47,POPLATEK MESICNE,1995-01-27
4001,54,POPLATEK MESICNE,1995-02-04
1496,57,POPLATEK MESICNE,1995-02-05
2968,15,POPLATEK MESICNE,1995-02-05
1889,59,POPLATEK MESICNE,1995-02-06
789,39,POPLATEK MESICNE,1995-02-06
7614,62,POPLATEK MESICNE,1995-02-08
2151,38,POPLATEK MESICNE,1995-02-08
3865,50,POPLATEK MESICNE,1995-02-09
4109,54,POPLATEK MESICNE,1995-02-09
3817,70,POPLATEK MESICNE,1995-02-10
2268,1,POPLATEK MESICNE,1995-02-11
3623,59,POPLATEK MESICNE,1995-02-12
3466,64,POPLATEK MESICNE,1995-02-16
3297,53,POPLATEK MESICNE,1995-02-17
607,16,POPLATEK MESICNE,1995-02-17
1858,72,POPLATEK MESICNE,1995-02-18
70,8,POPLATEK MESICNE,1995-02-18
2688,72,POPLATEK MESICNE,1995-02-20
1772,31,POPLATEK TYDNE,1995-02-20
2490,22,POPLATEK MESICNE,1995-02-21
763,1,POPLATEK MESICNE,1995-02-23
4161,1,POPLATEK MESICNE,1995-02-23
2431,74,POPLATEK MESICNE,1995-02-23
3753,28,POPLATEK MESICNE,1995-02-24
3710,1,POPLATEK MESICNE,1995-02-25
1702,56,POPLATEK MESICNE,1995-02-27
190,74,POPLATEK MESICNE,1995-03-02
3014,75,POPLATEK TYDNE,1995-03-03
3233,31,POPLATEK MESICNE,1995-03-03
9897,1,POPLATEK MESICNE,1995-03-04
30,36,POPLATEK MESICNE,1995-03-04
3826,34,POPLATEK MESICNE,1995-03-05
376,25,POPLATEK MESICNE,1995-03-05
1802,75,POPLATEK MESICNE,1995-03-10
7859,52,POPLATEK MESICNE,1995-03-14
6397,48,POPLATEK MESICNE,1995-03-15
3402,76,POPLATEK TYDNE,1995-03-16
1261,52,POPLATEK MESICNE,1995-03-18
2856,25,POPLATEK MESICNE,1995-03-18
288,25,POPLATEK MESICNE,1995-03-18
1174,70,POPLATEK MESICNE,1995-03-21
5541,43,POPLATEK MESICNE,1995-03-24
1,18,POPLATEK MESICNE,1995-03-24
767,25,POPLATEK MESICNE,1995-03-26
608,32,POPLATEK MESICNE,1995-03-27
227,27,POPLATEK MESICNE,1995-03-28
1254,74,POPLATEK MESICNE,1995-03-28
1540,1,POPLATEK MESICNE,1995-03-29
95,1,POPLATEK MESICNE,1995-03-30
2540,54,POPLATEK MESICNE,1995-04-01
5126,58,POPLATEK MESICNE,1995-04-03
2203,47,POPLATEK MESICNE,1995-04-04
6910,76,POPLATEK MESICNE,1995-04-04
3147,54,POPLATEK MESICNE,1995-04-05
19,21,POPLATEK MESICNE,1995-04-07
842,62,POPLATEK MESICNE,1995-04-07
1821,70,POPLATEK MESICNE,1995-04-07
3109,18,POPLATEK MESICNE,1995-04-08
7136,12,POPLATEK TYDNE,1995-04-09
2750,13,POPLATEK MESICNE,1995-04-13
1046,1,POPLATEK MESICNE,1995-04-14
1309,1,POPLATEK MESICNE,1995-04-15
1315,13,POPLATEK MESICNE,1995-04-17
5724,14,POPLATEK PO OBRATU,1995-04-19
3823,74,POPLATEK MESICNE,1995-04-19
7861,34,POPLATEK MESICNE,1995-04-22
819,20,POPLATEK MESICNE,1995-04-22
267,38,POPLATEK MESICNE,1995-04-26
922,61,POPLATEK MESICNE,1995-04-27
2751,31,POPLATEK MESICNE,1995-04-28
404,41,POPLATEK MESICNE,1995-04-28
1248,22,POPLATEK MESICNE,1995-04-29
1280,70,POPLATEK MESICNE,1995-05-03
10351,23,POPLATEK MESICNE,1995-05-04
3936,39,POPLATEK MESICNE,1995-05-04
5194,1,POPLATEK PO OBRATU,1995-05-05
3464,25,POPLATEK MESICNE,1995-05-05
1183,12,POPLATEK MESICNE,1995-05-08
4105,58,POPLATEK MESICNE,1995-05-08
2919,77,POPLATEK MESICNE,1995-05-10
746,75,POPLATEK MESICNE,1995-05-10
256,37,POPLATEK MESICNE,1995-05-14
2178,64,POPLATEK MESICNE,1995-05-15
544,32,POPLATEK MESICNE,1995-05-15
1720,35,POPLATEK MESICNE,1995-05-16
3251,59,POPLATEK MESICNE,1995-05-18
5358,4,POPLATEK MESICNE,1995-05-18
10963,16,POPLATEK MESICNE,1995-05-20
57,1,POPLATEK MESICNE,1995-05-21
3386,2,POPLATEK MESICNE,1995-05-23
8998,61,POPLATEK MESICNE,1995-05-24
11349,1,POPLATEK TYDNE,1995-05-26
6358,3,POPLATEK MESICNE,1995-05-27
1059,8,POPLATEK MESICNE,1995-05-30
3624,32,POPLATEK TYDNE,1995-05-30
2559,32,POPLATEK MESICNE,1995-06-01
2018,42,POPLATEK MESICNE,1995-06-04
2877,37,POPLATEK MESICNE,1995-06-04
471,47,POPLATEK MESICNE,1995-06-07
53,77,POPLATEK MESICNE,1995-06-07
1465,30,POPLATEK MESICNE,1995-06-08
4121,54,POPLATEK MESICNE,1995-06-08
754,1,POPLATEK MESICNE,1995-06-08
3453,13,POPLATEK MESICNE,1995-06-08
3725,33,POPLATEK MESICNE,1995-06-11
896,3,POPLATEK MESICNE,1995-06-11
131,52,POPLATEK MESICNE,1995-06-13
7618,72,POPLATEK TYDNE,1995-06-13
3847,33,POPLATEK MESICNE,1995-06-13
10019,8,POPLATEK MESICNE,1995-06-15
120,65,POPLATEK TYDNE,1995-06-16
2297,46,POPLATEK MESICNE,1995-06-18
7184,5,POPLATEK MESICNE,1995-06-19
3810,43,POPLATEK MESICNE,1995-06-22
1728,74,POPLATEK MESICNE,1995-06-23
3363,30,POPLATEK MESICNE,1995-06-24
1725,72,POPLATEK PO OBRATU,1995-07-03
3410,39,POPLATEK MESICNE,1995-07-03
5742,74,POPLATEK PO OBRATU,1995-07-05
4415,73,POPLATEK MESICNE,1995-07-05
4330,47,POPLATEK MESICNE,1995-07-05
6649,1,POPLATEK MESICNE,1995-07-08
3779,74,POPLATEK MESICNE,1995-07-08
2307,60,POPLATEK MESICNE,1995-07-12
1075,35,POPLATEK MESICNE,1995-07-13
3895,27,POPLATEK MESICNE,1995-07-14
1220,1,POPLATEK MESICNE,1995-07-15
1344,12,POPLATEK PO OBRATU,1995-07-16
1251,34,POPLATEK TYDNE,1995-07-18
2244,46,POPLATEK MESICNE,1995-07-19
2310,15,POPLATEK MESICNE,1995-07-19
1994,42,POPLATEK MESICNE,1995-07-19
1472,2,POPLATEK MESICNE,1995-07-20
4081,11,POPLATEK MESICNE,1995-07-22
10018,8,POPLATEK MESICNE,1995-07-23
2553,41,POPLATEK MESICNE,1995-07-24
1252,13,POPLATEK TYDNE,1995-07-26
1803,24,POPLATEK MESICNE,1995-07-29
2577,7,POPLATEK MESICNE,1995-07-30
675,58,POPLATEK MESICNE,1995-08-03
2830,20,POPLATEK MESICNE,1995-08-04
5118,72,POPLATEK MESICNE,1995-08-05
3270,30,POPLATEK MESICNE,1995-08-08
1520,48,POPLATEK MESICNE,1995-08-08
8327,1,POPLATEK TYDNE,1995-08-08
1203,72,POPLATEK MESICNE,1995-08-09
2206,45,POPLATEK MESICNE,1995-08-10
3216,3,POPLATEK MESICNE,1995-08-11
1122,13,POPLATEK MESICNE,1995-08-12
786,53,POPLATEK MESICNE,1995-08-12
3631,1,POPLATEK MESICNE,1995-08-13
3896,45,POPLATEK MESICNE,1995-08-17
531,31,POPLATEK MESICNE,1995-08-18
6856,43,POPLATEK MESICNE,1995-08-19
11382,74,POPLATEK MESICNE,1995-08-20
2858,56,POPLATEK MESICNE,1995-08-22
995,64,POPLATEK MESICNE,1995-08-23
3315,23,POPLATEK MESICNE,1995-08-24
3582,19,POPLATEK MESICNE,1995-08-26
937,43,POPLATEK MESICNE,1995-08-26
5066,13,POPLATEK TYDNE,1995-08-27
2236,73,POPLATEK MESICNE,1995-08-27
3995,12,POPLATEK MESICNE,1995-08-27
3254,36,POPLATEK MESICNE,1995-08-27
32,5,POPLATEK MESICNE,1995-08-28
213,73,POPLATEK MESICNE,1995-08-29
2833,64,POPLATEK MESICNE,1995-08-30
9052,43,POPLATEK PO OBRATU,1995-08-30
1961,13,POPLATEK MESICNE,1995-08-30
353,24,POPLATEK MESICNE,1995-08-30
1640,13,POPLATEK MESICNE,1995-09-01
10365,22,POPLATEK MESICNE,1995-09-02
429,63,POPLATEK MESICNE,1995-09-03
3855,33,POPLATEK MESICNE,1995-09-04
3866,60,POPLATEK MESICNE,1995-09-05
3914,33,POPLATEK MESICNE,1995-09-05
3807,53,POPLATEK MESICNE,1995-09-05
219,28,POPLATEK MESICNE,1995-09-06
3552,62,POPLATEK MESICNE,1995-09-06
619,1,POPLATEK TYDNE,1995-09-09
301,60,POPLATEK MESICNE,1995-09-10
372,55,POPLATEK MESICNE,1995-09-10
3492,33,POPLATEK MESICNE,1995-09-10
1613,1,POPLATEK MESICNE,1995-09-13
2866,43,POPLATEK MESICNE,1995-09-13
3010,46,POPLATEK MESICNE,1995-09-13
3368,24,POPLATEK MESICNE,1995-09-14
5125,1,POPLATEK MESICNE,1995-09-14
1674,1,POPLATEK MESICNE,1995-09-15
3234,1,POPLATEK MESICNE,1995-09-16
9377,1,POPLATEK MESICNE,1995-09-17
1376,64,POPLATEK MESICNE,1995-09-20
11271,5,POPLATEK MESICNE,1995-09-20
2119,74,POPLATEK MESICNE,1995-09-21
8,57,POPLATEK MESICNE,1995-09-21
1704,70,POPLATEK MESICNE,1995-09-22
1660,1,POPLATEK MESICNE,1995-09-22
5429,71,POPLATEK MESICNE,1995-09-22
80,43,POPLATEK MESICNE,1995-09-27
331,65,POPLATEK MESICNE,1995-10-02
2565,74,POPLATEK MESICNE,1995-10-04
4190,62,POPLATEK MESICNE,1995-10-04
1690,16,POPLATEK MESICNE,1995-10-07
3132,56,POPLATEK MESICNE,1995-10-08
3944,22,POPLATEK MESICNE,1995-10-08
1427,17,POPLATEK MESICNE,1995-10-08
2301,22,POPLATEK MESICNE,1995-10-10
11,76,POPLATEK MESICNE,1995-10-10
5063,43,POPLATEK MESICNE,1995-10-11
1257,66,POPLATEK MESICNE,1995-10-11
990,17,POPLATEK MESICNE,1995-10-11
1581,39,POPLATEK MESICNE,1995-10-12
2424,1,POPLATEK MESICNE,1995-10-13
917,56,POPLATEK MESICNE,1995-10-13
1796,18,POPLATEK MESICNE,1995-10-14
1749,64,POPLATEK MESICNE,1995-10-14
4650,4,POPLATEK MESICNE,1995-10-15
336,62,POPLATEK MESICNE,1995-10-16
1142,74,POPLATEK MESICNE,1995-10-19
3200,17,POPLATEK PO OBRATU,1995-10-20
3646,63,POPLATEK TYDNE,1995-10-20
1206,70,POPLATEK MESICNE,1995-10-21
501,13,POPLATEK MESICNE,1995-10-21
2487,42,POPLATEK MESICNE,1995-10-22
10762,1,POPLATEK MESICNE,1995-10-23
3131,21,POPLATEK MESICNE,1995-10-23
2727,1,POPLATEK MESICNE,1995-10-25
2621,55,POPLATEK MESICNE,1995-10-29
1238,1,POPLATEK MESICNE,1995-10-29
10710,19,POPLATEK MESICNE,1995-10-30
1403,17,POPLATEK MESICNE,1995-11-02
1629,10,POPLATEK MESICNE,1995-11-02
820,74,POPLATEK MESICNE,1995-11-04
257,11,POPLATEK MESICNE,1995-11-05
155,58,POPLATEK MESICNE,1995-11-07
3945,50,POPLATEK MESICNE,1995-11-07
2157,77,POPLATEK MESICNE,1995-11-08
2051,64,POPLATEK TYDNE,1995-11-08
3061,76,POPLATEK MESICNE,1995-11-08
3111,60,POPLATEK MESICNE,1995-11-08
1691,48,POPLATEK MESICNE,1995-11-08
1044,14,POPLATEK MESICNE,1995-11-09
9790,52,POPLATEK MESICNE,1995-11-09
1599,57,POPLATEK MESICNE,1995-11-10
968,74,POPLATEK MESICNE,1995-11-11
1760,53,POPLATEK MESICNE,1995-11-11
1030,57,POPLATEK MESICNE,1995-11-12
3767,1,POPLATEK MESICNE,1995-11-15
348,25,POPLATEK MESICNE,1995-11-15
2516,6,POPLATEK MESICNE,1995-11-16
933,21,POPLATEK MESICNE,1995-11-18
1700,64,POPLATEK MESICNE,1995-11-18
2836,42,POPLATEK MESICNE,1995-11-18
3148,33,POPLATEK MESICNE,1995-11-19
1357,56,POPLATEK MESICNE,1995-11-20
486,33,POPLATEK MESICNE,1995-11-21
1395,1,POPLATEK MESICNE,1995-11-21
9017,70,POPLATEK MESICNE,1995-11-22
10411,39,POPLATEK PO OBRATU,1995-11-23
2015,68,POPLATEK MESICNE,1995-11-25
337,17,POPLATEK MESICNE,1995-11-25
3780,44,POPLATEK MESICNE,1995-11-25
557,1,POPLATEK MESICNE,1995-11-26
3490,48,POPLATEK MESICNE,1995-11-26
3973,20,POPLATEK MESICNE,1995-11-27
3525,70,POPLATEK MESICNE,1995-12-01
3320,1,POPLATEK MESICNE,1995-12-01
2851,17,POPLATEK MESICNE,1995-12-02
2309,18,POPLATEK MESICNE,1995-12-03
2437,1,POPLATEK MESICNE,1995-12-04
1825,3,POPLATEK MESICNE,1995-12-05
474,61,POPLATEK MESICNE,1995-12-06
633,57,POPLATEK MESICNE,1995-12-06
2374,1,POPLATEK MESICNE,1995-12-07
2237,26,POPLATEK MESICNE,1995-12-13
1685,28,POPLATEK MESICNE,1995-12-13
791,49,POPLATEK MESICNE,1995-12-14
3858,2,POPLATEK MESICNE,1995-12-14
5001,53,POPLATEK MESICNE,1995-12-15
1469,67,POPLATEK MESICNE,1995-12-15
3476,3,POPLATEK MESICNE,1995-12-16
8039,9,POPLATEK MESICNE,1995-12-17
1212,70,POPLATEK MESICNE,1995-12-18
2095,56,POPLATEK MESICNE,1995-12-19
522,17,POPLATEK MESICNE,1995-12-20
2630,64,POPLATEK MESICNE,1995-12-21
4269,26,POPLATEK MESICNE,1995-12-24
3338,25,POPLATEK MESICNE,1995-12-24
3655,1,POPLATEK MESICNE,1995-12-24
4439,30,POPLATEK MESICNE,1995-12-25
4462,73,POPLATEK TYDNE,1995-12-27
3814,74,POPLATEK MESICNE,1995-12-27
3273,74,POPLATEK MESICNE,1995-12-29
3559,18,POPLATEK MESICNE,1995-12-30
3968,36,POPLATEK MESICNE,1996-01-01
849,1,POPLATEK MESICNE,1996-01-01
2288,69,POPLATEK MESICNE,1996-01-01
1670,12,POPLATEK MESICNE,1996-01-02
1455,66,POPLATEK MESICNE,1996-01-03
6678,54,POPLATEK MESICNE,1996-01-03
2233,43,POPLATEK MESICNE,1996-01-03
3530,34,POPLATEK MESICNE,1996-01-03
7828,36,POPLATEK MESICNE,1996-01-05
1711,63,POPLATEK MESICNE,1996-01-05
2223,44,POPLATEK MESICNE,1996-01-05
3238,47,POPLATEK MESICNE,1996-01-07
954,74,POPLATEK MESICNE,1996-01-08
9633,70,POPLATEK MESICNE,1996-01-08
1580,69,POPLATEK MESICNE,1996-01-08
1483,10,POPLATEK MESICNE,1996-01-09
3937,76,POPLATEK MESICNE,1996-01-10
658,4,POPLATEK MESICNE,1996-01-10
3661,50,POPLATEK MESICNE,1996-01-11
4994,1,POPLATEK TYDNE,1996-01-11
3949,54,POPLATEK MESICNE,1996-01-11
69,64,POPLATEK MESICNE,1996-01-12
3673,30,POPLATEK MESICNE,1996-01-12
5267,4,POPLATEK MESICNE,1996-01-12
3170,1,POPLATEK MESICNE,1996-01-12
1632,18,POPLATEK TYDNE,1996-01-13
1227,69,POPLATEK MESICNE,1996-01-13
204,67,POPLATEK MESICNE,1996-01-13
1093,54,POPLATEK MESICNE,1996-01-14
4253,43,POPLATEK MESICNE,1996-01-16
1196,29,POPLATEK MESICNE,1996-01-16
9051,5,POPLATEK TYDNE,1996-01-17
3373,27,POPLATEK MESICNE,1996-01-18
2844,43,POPLATEK MESICNE,1996-01-19
3755,64,POPLATEK MESICNE,1996-01-20
1298,7,POPLATEK MESICNE,1996-01-20
1139,34,POPLATEK PO OBRATU,1996-01-20
660,68,POPLATEK MESICNE,1996-01-20
2863,14,POPLATEK MESICNE,1996-01-21
2274,66,POPLATEK MESICNE,1996-01-21
2522,36,POPLATEK MESICNE,1996-01-21
771,22,POPLATEK MESICNE,1996-01-22
1508,69,POPLATEK MESICNE,1996-01-22
3947,76,POPLATEK MESICNE,1996-01-23
2416,5,POPLATEK MESICNE,1996-01-23
1759,39,POPLATEK MESICNE,1996-01-25
2754,57,POPLATEK TYDNE,1996-01-26
3009,1,POPLATEK MESICNE,1996-01-26
314,15,POPLATEK PO OBRATU,1996-01-26
554,26,POPLATEK MESICNE,1996-01-26
2217,73,POPLATEK MESICNE,1996-01-27
976,77,POPLATEK MESICNE,1996-01-27
1439,11,POPLATEK MESICNE,1996-01-27
3084,59,POPLATEK TYDNE,1996-01-28
4204,21,POPLATEK MESICNE,1996-01-29
414,1,POPLATEK MESICNE,1996-01-29
